-100.000000 0.000000 0.000000
-94.736842 0.000000 0.000000
-89.473684 0.000000 0.000000
-84.210526 0.000000 0.000000
-78.947368 0.000000 0.000000
-73.684211 0.000000 0.000000
-68.421053 0.000000 0.000000
-63.157895 0.000000 0.000000
-57.894737 0.000000 0.000000
-52.631579 0.000000 0.000000
-47.368421 0.000000 0.000000
-42.105263 0.000000 0.000000
-36.842105 0.000000 0.000000
-31.578947 0.000000 0.000000
-26.315789 0.000000 0.000000
-21.052632 0.000000 0.000000
-15.789474 0.000000 0.000000
-10.526316 0.000000 0.000000
-5.263158 0.000000 0.000000
0.000000 0.000000 0.000000


0.000000 0.000000 0.000000
5.263158 -5.263158 -5.263158
10.526316 -10.526316 -10.526316
15.789474 -15.789474 -15.789474
21.052632 -21.052632 -21.052632
26.315789 -26.315789 -26.315789
31.578947 -31.578947 -31.578947
36.842105 -36.842105 -36.842105
42.105263 -42.105263 -42.105263
47.368421 -47.368421 -47.368421
52.631579 -52.631579 -52.631579
57.894737 -57.894737 -57.894737
63.157895 -63.157895 -63.157895
68.421053 -68.421053 -68.421053
73.684211 -73.684211 -73.684211
78.947368 -78.947368 -78.947368
84.210526 -84.210526 -84.210526
89.473684 -89.473684 -89.473684
94.736842 -94.736842 -94.736842
100.000000 -100.000000 -100.000000


-50.000000 0.000000 0.000000
-49.038401 -0.000001 -0.000001
-48.076802 -0.000013 -0.000014
-47.115203 -0.000065 -0.000068
-46.153604 -0.000207 -0.000216
-45.192005 -0.000505 -0.000527
-44.230406 -0.001046 -0.001094
-43.268808 -0.001939 -0.002026
-42.307211 -0.003307 -0.003456
-41.345616 -0.005297 -0.005536
-40.384026 -0.008074 -0.008438
-39.422442 -0.011821 -0.012354
-38.460870 -0.016742 -0.017498
-37.499314 -0.023060 -0.024100
-36.537784 -0.031017 -0.032416
-35.576292 -0.040873 -0.042718
-34.614851 -0.052911 -0.055300
-33.653482 -0.067430 -0.070476
-32.692210 -0.084749 -0.088579
-31.731068 -0.105206 -0.109964
-30.770095 -0.129158 -0.135005
-29.809341 -0.156982 -0.164097
-28.848865 -0.189071 -0.197653
-27.888742 -0.225838 -0.236109
-26.929058 -0.267714 -0.279918
-25.970115 -0.316857 -0.331350
-25.012527 -0.377409 -0.394768
-24.055914 -0.444861 -0.465439
-23.100457 -0.519665 -0.543832
-22.146360 -0.602252 -0.630388
-21.193842 -0.693033 -0.725519
-20.243142 -0.792399 -0.829611
-19.294516 -0.900719 -0.943020
-18.348236 -1.018339 -1.066073
-17.404592 -1.145583 -1.199070
-16.463885 -1.282748 -1.342282
-15.526430 -1.430111 -1.495949
-14.592556 -1.587922 -1.660286
-13.662598 -1.756405 -1.835476
-12.736903 -1.935760 -2.021674
-11.815820 -2.126161 -2.219007
-10.899707 -2.327756 -2.427574
-9.988920 -2.540667 -2.647444
-9.083818 -2.764990 -2.878657
-8.184757 -3.000797 -3.121227
-7.292088 -3.248135 -3.375139
-6.406156 -3.507028 -3.640351
-5.527300 -3.777474 -3.916794
-4.655845 -4.059452 -4.204372
-3.792106 -4.352917 -4.502962
-2.941313 -4.666002 -4.820335
-2.103880 -4.998520 -5.156154
-1.275166 -5.342121 -5.502243
-0.455393 -5.696648 -5.858392
0.355235 -6.061918 -6.224386
1.156540 -6.437722 -6.600001
1.948368 -6.823827 -6.985009
2.730592 -7.219981 -7.379175
3.503111 -7.625910 -7.782261
4.265852 -8.041321 -8.194021
5.018772 -8.465908 -8.614206
5.761855 -8.899349 -9.042562
6.495119 -9.341312 -9.478829
7.218611 -9.791451 -9.922744
7.932407 -10.249416 -10.374039
8.636617 -10.714847 -10.832442
9.331382 -11.187381 -11.297678
10.016874 -11.666649 -11.769467
10.693296 -12.152283 -12.247525
11.360882 -12.643911 -12.731565
12.019899 -13.141162 -13.221297
12.670641 -13.643668 -13.716426
13.313436 -14.151060 -14.216653
13.948639 -14.662974 -14.721679
14.576636 -15.179048 -15.231197
15.189240 -15.705656 -15.751637
15.792996 -16.237731 -16.277983
16.391270 -16.772680 -16.807659
16.984496 -17.310209 -17.340384
17.573094 -17.850051 -17.875888
18.157466 -18.391959 -18.413915
18.738003 -18.935705 -18.954222
19.315074 -19.481083 -19.496581
19.889035 -20.027900 -20.040774
20.460224 -20.575981 -20.586597
21.028959 -21.125166 -21.133858
21.595540 -21.675307 -21.682377
22.160252 -22.226270 -22.231988
22.723356 -22.777932 -22.782533
23.285098 -23.330182 -23.333871
23.845703 -23.882919 -23.885868
24.405377 -24.436052 -24.438405
24.964307 -24.989499 -24.991373
25.522658 -25.543190 -25.544674
26.080580 -26.097060 -26.098224
26.638198 -26.651057 -26.651949
27.195623 -27.205133 -27.205785
27.752941 -27.759252 -27.759683
28.310222 -28.313386 -28.313601
28.867513 -28.867513 -28.867513


-3.364206 -4.503589 -4.655986
-3.187142 -4.266558 -4.410934
-3.010079 -4.029527 -4.165882
-2.833016 -3.792496 -3.920831
-2.655952 -3.555465 -3.675779
-2.478889 -3.318434 -3.430727
-2.301825 -3.081403 -3.185675
-2.124762 -2.844372 -2.940623
-1.947698 -2.607341 -2.695571
-1.770635 -2.370310 -2.450519
-1.593571 -2.133279 -2.205467
-1.416508 -1.896248 -1.960415
-1.239444 -1.659217 -1.715363
-1.062381 -1.422186 -1.470311
-0.885317 -1.185155 -1.225260
-0.708254 -0.948124 -0.980208
-0.531190 -0.711093 -0.735156
-0.354127 -0.474062 -0.490104
-0.177063 -0.237031 -0.245052
0.000000 0.000000 0.000000


